|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
5531|431590|Earn to Die 2|Toffee Games|Not Doppler|655|59|211|2|222|2|10|Action, Indie, Racing|"{""Action"":56,""Racing"":49,""Indie"":47,""2D"":26,""Zombies"":24,""Side Scroller"":11}"
5532|719750|PUSS!|teamcoil|teamcoil|1018|136|162|0|254|0|4|Action, Adventure, Indie|"{""Psychedelic"":80,""Indie"":63,""Difficult"":62,""Cats"":50,""Horror"":48,""Cute"":48,""Psychological Horror"":47,""Bullet Hell"":46,""Surreal"":38,""2D"":35,""Experimental"":35,""Singleplayer"":34,""Arcade"":33,""Retro"":32,""Memes"":32,""Demons"":31,""Atmospheric"":28,""Colorful"":28,""Action"":23,""Adventure"":20}"
5533|272600|Detective Grimoire|SFB Games|SFB Games|1581|80|133|0|133|0|1|Adventure, Indie|"{""Adventure"":66,""Point & Click"":59,""Puzzle"":28,""Singleplayer"":27,""Detective"":27,""2D"":20,""Funny"":12,""Classic"":11,""Great Soundtrack"":10,""Retro"":10,""Mystery"":10,""Comedy"":6}"
5534|262960|Castle In The Darkness|Matt Kap, Nicalis, Inc.|Nicalis, Inc.|925|258|1|0|1|0|2|Action, Adventure, Indie, RPG|"{""Metroidvania"":51,""Indie"":43,""Platformer"":40,""Action"":36,""Difficult"":34,""Adventure"":32,""Pixel Graphics"":30,""RPG"":28,""Retro"":24,""2D"":20,""Great Soundtrack"":13,""Singleplayer"":7}"
5535|587260|Tokyo Xanadu eX+|Nihon Falcom|Aksys Games|1195|189|2560|0|3534|0|16|RPG|"{""JRPG"":69,""RPG"":51,""Action RPG"":49,""Anime"":47,""Great Soundtrack"":33,""Singleplayer"":31,""Story Rich"":21,""Action"":20,""Hack and Slash"":20,""Third Person"":6,""Sexual Content"":5}"
5536|1366290|Kill It With Fire: HEATWAVE|Casey Donnellan Games LLC|tinyBuild|1783|165|35|5|42|5|6|Action, Casual, Indie, Simulation|"{""Sandbox"":397,""Simulation"":388,""First-Person"":388,""Funny"":387,""Comedy"":379,""Action"":367,""Destruction"":360,""Cute"":359,""Physics"":358,""Exploration"":351,""Horror"":350,""3D"":338,""Dark Humor"":331,""Parody "":328,""FPS"":323,""Artificial Intelligence"":318,""Survival Horror"":312,""Puzzle"":293,""Action-Adventure"":290,""Arcade"":288}"
5537|251850|Master Reboot|Wales Interactive|Wales Interactive|502|164|462|0|275|0|0|Action, Adventure, Indie|"{""Adventure"":124,""Psychological Horror"":118,""Indie"":115,""Atmospheric"":112,""Horror"":109,""Sci-fi"":101,""Walking Simulator"":97,""Puzzle"":94,""Psychological"":90,""Futuristic"":87,""Exploration"":85,""Surreal"":82,""Cyberpunk"":79,""First-Person"":76,""Singleplayer"":74,""Psychedelic"":72,""Female Protagonist"":69,""Short"":65,""3D Vision"":61,""Action"":58}"
5538|1421790|Labyrinth City: Pierre the Maze Detective|Darjeeling|Pixmain|1503|50|80|0|81|0|3|Adventure, Casual, Indie|"{""Adventure"":127,""Hidden Object"":120,""Casual"":115,""Colorful"":108,""Cartoon"":104,""Puzzle"":102,""Hand-drawn"":102,""Exploration"":93,""2.5D"":85,""Singleplayer"":82,""Comic Book"":78,""Indie"":77,""Stylized"":73,""Collectathon"":69,""Cute"":67,""Creature Collector"":63,""Controller"":29,""Narration"":27,""Linear"":27}"
5539|324510|Boundless|Monumental, LLC|Monumental, LLC|1870|776|1765|0|2858|0|68|Action, Adventure, Indie, Massively Multiplayer, RPG|"{""Open World Survival Craft"":144,""Sandbox"":138,""Massively Multiplayer"":138,""Open World"":131,""Crafting"":118,""Voxel"":108,""Building"":104,""Adventure"":91,""RPG"":85,""Survival"":83,""Action"":74,""MMORPG"":68,""First-Person"":54,""Indie"":46,""Space"":41,""Multiplayer"":35,""Early Access"":32,""Simulation"":32,""Dark Fantasy"":22,""Co-op"":7}"
5540|1369340|Cats Organized Neatly|DU&I|DU&I|2207|35|194|0|338|0|63|Casual, Indie|"{""Cats"":161,""Puzzle"":156,""Wholesome"":150,""Cozy"":148,""Relaxing"":143,""Casual"":135,""Cute"":133,""Funny"":124,""Memes"":119,""Cartoony"":117,""Hand-drawn"":115,""Colorful"":113,""Family Friendly"":105,""Atmospheric"":98,""Singleplayer"":96,""Indie"":92,""Comedy"":88,""2D"":82,""Minimalist"":70,""Stylized"":59}"
5541|280720|Imagine Earth|Serious Bros.|Serious Bros.|590|138|90|0|166|0|11|Indie, Simulation, Strategy|"{""3D"":562,""Relaxing"":552,""City Builder"":547,""Colony Sim"":545,""Sandbox"":541,""Sci-fi"":539,""Building"":532,""Base-Building"":522,""Management"":521,""Crafting"":520,""Nature"":520,""Top-Down"":511,""Lore-Rich"":503,""Diplomacy"":494,""Economy"":491,""Science"":481,""Strategy"":473,""Capitalism"":472,""Space"":455,""Post-apocalyptic"":453}"
5542|287020|Harvester|DigiFX Interactive|Nightdive Studios|924|91|247|175|284|175|5|Adventure|"{""Horror"":99,""Point & Click"":85,""FMV"":84,""Adventure"":82,""Gore"":69,""Classic"":50,""Dark Humor"":49,""Violent"":39,""Satire"":37,""Cult Classic"":36,""1990's"":26,""Retro"":22,""Singleplayer"":21,""Story Rich"":17,""Surreal"":16,""Atmospheric"":13,""Comedy"":12,""Nudity"":10,""Puzzle"":10,""Funny"":8}"
5543|1546010|Fallen girl - Black rose and the fire of desire|BoRoBoRoGame|OTAKU Plan|796|309|69|0|81|0|4|Adventure, Indie, RPG|"{""Sexual Content"":478,""Mature"":378,""Nudity"":348,""Female Protagonist"":193,""Anime"":153,""Visual Novel"":147,""RPG"":105,""Multiple Endings"":103,""Romance"":98,""2D Platformer"":96,""2D"":91,""Story Rich"":88,""Fantasy"":81,""Linear"":74,""Adventure"":74,""FPS"":73,""Singleplayer"":62,""Magic"":55,""Indie"":49,""Detective"":47}"
5544|285840|Enemy Mind|Schell Games|Schell Games|664|112|169|0|182|0|0|Action, Indie|"{""Action"":120,""Shoot 'Em Up"":116,""Shooter"":110,""Space"":105,""Pixel Graphics"":101,""Bullet Hell"":95,""Arcade"":93,""Side Scroller"":90,""Retro"":88,""Indie"":80,""Local Co-Op"":66,""Multiplayer"":51,""Sci-fi"":48,""2D"":46,""4 Player Local"":45,""Local Multiplayer"":43,""Adventure"":40,""Difficult"":40,""Old School"":36,""Combat"":34}"
5545|293520|Carnivores: Dinosaur Hunter Reborn|Digital Dreams Entertainment LLC|Digital Dreams Entertainment LLC|577|209|89|0|108|0|3|Indie, Simulation|"{""Dinosaurs"":69,""Simulation"":59,""Hunting"":49,""Indie"":43,""Open World"":41,""Survival"":25,""Singleplayer"":22,""First-Person"":21,""Action"":17,""Shooter"":15,""FPS"":13,""Adventure"":5}"
5546|244910|Homesick|Lucky Pause|Lucky Pause|1017|280|199|0|199|0|1|Adventure, Indie|"{""Atmospheric"":81,""Puzzle"":70,""Exploration"":65,""First-Person"":58,""Indie"":55,""Adventure"":51,""Horror"":51,""Mystery"":50,""Walking Simulator"":49,""Great Soundtrack"":43,""Singleplayer"":40,""Short"":18,""Psychological Horror"":15,""Story Rich"":14}"
5547|1372110|JoJo's Bizarre Adventure: All-Star Battle R|CyberConnect2 Co. Ltd.|Bandai Namco Entertainment|3067|570|613|27|726|27|354|Action|"{""Anime"":130,""Action"":127,""PvP"":77,""Fighting"":75,""2D Fighter"":69,""3D Fighter"":65,""Multiplayer"":58,""Memes"":43,""2D"":38,""Story Rich"":26,""3D"":23,""2D Platformer"":23,""Great Soundtrack"":19,""Violent"":16,""Colorful"":12,""2.5D"":10,""Hentai"":6,""Sexual Content"":5}"
5548|1407420|Milo and the Magpies|Johan Scherft|Second Maze|1756|24|32|0|32|0|4|Adventure, Indie|"{""Adventure"":79,""Point & Click"":56,""Exploration"":48,""Hidden Object"":47,""Hand-drawn"":43,""Colorful"":39,""Cute"":37,""Cats"":37,""Singleplayer"":33,""Indie"":29,""Story Rich"":29,""Puzzle"":6}"
5549|846030|\u0394V: Rings of Saturn|Kodera Software|Kodera Software, Kurki.games|964|47|190|0|265|0|19|Action, Indie, Simulation, Early Access|"{""Early Access"":266,""Space"":241,""Sci-fi"":236,""Singleplayer"":225,""Physics"":222,""Exploration"":220,""Top-Down"":210,""Vehicular Combat"":205,""Immersive Sim"":201,""Space Sim"":193,""Science"":191,""Action"":189,""Open World"":188,""Procedural Generation"":186,""Difficult"":183,""Simulation"":177,""Atmospheric"":170,""Realistic"":162,""2D"":152,""Sandbox"":152}"
5550|547410|Peak Angle: Drift Online|Peak Angle Team|GuraShop|541|335|1036|0|1036|0|0|Massively Multiplayer, Racing, Simulation, Sports|"{""Racing"":91,""Automobile Sim"":73,""Simulation"":58,""Massively Multiplayer"":34,""Sports"":34,""Multiplayer"":29,""Driving"":24,""Free to Play"":15}"
5551|1566390|Seed of the Dead: Sweet Home|TeamKRAMA|Eroge Japan|1778|362|311|0|311|0|16|Action|"{""Sexual Content"":422,""Shooter"":342,""Anime"":339,""Action"":337,""Post-apocalyptic"":336,""FPS"":324,""Zombies"":322,""3D"":313,""Visual Novel"":311,""Survival"":309,""NSFW"":290,""Romance"":290,""Horror"":287,""Thriller"":287,""First-Person"":285,""Building"":274,""Dark"":271,""Survival Horror"":268,""Cute"":265,""Dark Comedy"":260}"
5552|1083210|\u7b26\u6587\u5973\u5b69\/Rune Girl|ADOG|DSGame|1060|479|120|0|125|0|2|Adventure, Casual, Indie, RPG|"{""Sexual Content"":53,""Nudity"":42,""Casual"":36,""Indie"":34,""Adventure"":33,""RPG"":31,""Anime"":25,""Hentai"":13,""Mature"":12,""NSFW"":6}"
5553|279940|The Book of Unwritten Tales 2|KING Art|THQ Nordic|791|74|34|0|34|0|11|Adventure|"{""Fantasy"":48,""Singleplayer"":42,""Adventure"":41,""Point & Click"":38,""Atmospheric"":30,""Magic"":28,""Sequel"":27,""Parody "":27,""Mouse only"":26,""Medieval"":26,""Satire"":25,""2.5D"":25,""Linear"":24,""Family Friendly"":24,""Dragons"":24,""Dark Fantasy"":23,""3D"":23,""Dark"":19,""Dark Humor"":18,""Dark Comedy"":18}"
5554|527340|What The Box?|Bitten Toast Games Inc.|Bitten Toast Games Inc.|592|155|102|0|159|0|3|Action, Indie|"{""Action"":34,""Indie"":27,""Multiplayer"":20,""Funny"":14,""FPS"":11,""Stealth"":10,""Arena Shooter"":10,""Memes"":7,""Great Soundtrack"":6}"
5555|1662840|PARQUET|YUZUSOFTSOUR|NekoNyan Ltd., HIKARI FIELD|1579|65|5186|0|5263|0|4|Adventure, Casual|"{""Visual Novel"":123,""Anime"":108,""Romance"":104,""Story Rich"":93,""Casual"":89,""Cute"":85,""Adventure"":75,""2D"":72,""Multiple Endings"":62,""Colorful"":61,""Atmospheric"":57,""Comedy"":55,""Singleplayer"":52,""Futuristic"":33,""Mystery"":32,""Sci-fi"":30,""Sexual Content"":26,""Hentai"":8,""NSFW"":6,""LGBTQ+"":6}"
5556|716640|Sigma Theory: Global Cold War|Mi-Clos Studio, Goblinz Studio, FibreTigre|Goblinz Publishing, Fractale|936|288|370|0|392|0|4|Simulation, Strategy|"{""Political Sim"":201,""Sandbox"":193,""Economy"":189,""Politics"":180,""Turn-Based"":175,""Management"":171,""War"":168,""Turn-Based Strategy"":162,""Difficult"":161,""Grand Strategy"":153,""Strategy"":145,""3D"":141,""Political"":132,""Casual"":119,""Simulation"":105,""Tactical"":70,""Moddable"":66,""Singleplayer"":62,""Futuristic"":60,""Multiplayer"":55}"
5557|1065970|\u72fc\u3068\u9999\u8f9b\u6599VR\/Spice&WolfVR|SpicyTails|SpicyTails|953|69|29|0|29|0|1|Casual, Indie|"{""Casual"":41,""Indie"":36,""Anime"":36,""VR"":33,""Singleplayer"":10,""Cute"":7,""Psychological Horror"":6,""Sexual Content"":5}"
5558|603880|Sounds of Her Love|ds-sans|ds-sans|629|61|167|0|207|0|0|Adventure, Casual, Free to Play|"{""Free to Play"":69,""Visual Novel"":66,""Anime"":58,""Romance"":47,""Nudity"":41,""Casual"":39,""Adventure"":26,""Sexual Content"":24,""Dating Sim"":18}"
5559|283940|Freddi Fish and the Case of the Missing Kelp Seeds|Humongous Entertainment|Humongous Entertainment, Nightdive Studios|514|19|49|0|49|0|7|Adventure, Casual|"{""Point & Click"":120,""Adventure"":105,""Family Friendly"":97,""Nostalgia"":94,""Casual"":84,""Education"":38,""Singleplayer"":15,""Great Soundtrack"":12,""Classic"":8,""Funny"":6,""Story Rich"":5,""1990's"":5}"
5560|1016790|West of Dead|Upstream Arcade|Raw Fury|861|311|13|0|18|0|9|Action, Adventure, Indie|"{""Replay Value"":323,""Rogue-like"":316,""Rogue-lite"":313,""Horror"":310,""Difficult"":306,""Western"":300,""Zombies"":298,""Twin Stick Shooter"":295,""Action"":291,""Adventure"":288,""Action Roguelike"":286,""Top-Down Shooter"":283,""Shooter"":281,""Singleplayer"":275,""Procedural Generation"":268,""Isometric"":256,""Dark"":247,""Fast-Paced"":242,""Atmospheric"":234,""Survival"":227}"
5561|1244950|Battletoads|Dlala Studios|Microsoft Studios, Rare Ltd|1178|510|151|0|180|0|3|Action, Adventure|"{""Action"":159,""Adventure"":150,""Co-op"":138,""Fighting"":132,""Hand-drawn"":53,""Beat 'em up"":48,""Cartoon"":45,""Combat"":39,""2D Platformer"":39,""Side Scroller"":39,""Multiplayer"":37,""Cartoony"":36,""Local Multiplayer"":36,""2D Fighter"":33,""Retro"":32,""Arcade"":9,""Local Co-Op"":8,""Great Soundtrack"":7,""Comedy"":7,""Difficult"":5}"
5562|1265860|NASCAR Heat 5|704Games Company|Motorsport Games|1527|376|321|0|496|0|126|Racing, Sports|"{""Immersive Sim"":242,""Sports"":240,""Driving"":236,""Racing"":231,""PvP"":222,""PvE"":215,""Arcade"":209,""e-sports"":206,""Character Customization"":202,""3D"":197,""First-Person"":195,""Third Person"":190,""Controller"":188,""Simulation"":178,""Colorful"":177,""Realistic"":176,""Offroad"":166,""Atmospheric"":164,""America"":155,""Multiplayer"":144}"
5563|1480560|Lawn Mowing Simulator|Skyhook Games|Curve Games|1194|452|205|0|266|0|54|Simulation|"{""Simulation"":305,""Farming Sim"":253,""Realistic"":250,""Relaxing"":248,""Immersive Sim"":241,""Management"":228,""Physics"":227,""Driving"":219,""Agriculture"":206,""Time Management"":191,""Automobile Sim"":184,""Economy"":175,""Nature"":161,""Character Customization"":155,""3D"":141,""First-Person"":129,""Third Person"":109,""Controller"":91,""Family Friendly"":72,""Cinematic"":51}"
5564|990050|Death end re;Quest|Idea Factory, Compile Heart|Idea Factory International|876|230|448|0|448|0|5|Action, Adventure, RPG|"{""Anime"":134,""JRPG"":113,""RPG"":105,""Adventure"":94,""Action"":86,""Sexual Content"":62,""Visual Novel"":59,""Gore"":59,""Nudity"":51,""Turn-Based"":50,""Female Protagonist"":49,""Horror"":46,""Violent"":45,""Singleplayer"":32,""Psychological Horror"":28,""Turn-Based Combat"":28,""Story Rich"":24,""Mystery"":21,""Cute"":18,""Great Soundtrack"":12}"
5565|934930|RDS - The Official Drift Videogame|Drift Physics Crew|Drift Physics Crew|866|219|107|0|107|0|3|Racing, Simulation, Sports|"{""Racing"":45,""Simulation"":42,""Sports"":37,""Automobile Sim"":31,""Driving"":13,""Multiplayer"":6,""VR"":5}"
5566|953580|Tourist Bus Simulator|TML-Studios, PEDEPE|Aerosoft GmbH|1774|919|813|0|668|0|40|Casual, Simulation|"{""Automobile Sim"":81,""Simulation"":78,""Driving"":61,""Open World"":54,""Casual"":37,""Management"":37,""Realistic"":34,""Multiplayer"":30,""Exploration"":26,""Singleplayer"":26,""Physics"":25,""Atmospheric"":14,""Adventure"":12}"
5567|574050|DRAGON QUEST HEROES II|Square Enix, KOEI TECMO GAMES CO., LTD.|Square Enix|516|221|0|0|0|0|3|Action, RPG|"{""RPG"":110,""Action"":91,""Hack and Slash"":49,""JRPG"":48,""Anime"":46,""Co-op"":42,""Open World"":40,""Musou"":35,""Fantasy"":26,""Adventure"":25,""Multiplayer"":14,""Online Co-Op"":9,""Action RPG"":8,""Great Soundtrack"":8,""Female Protagonist"":6,""Controller"":5,""Third Person"":5}"
5568|1108590|Eldest Souls|Fallen Flag Studio|United Label, CI Games|1397|333|331|0|348|0|16|Action, Adventure, Indie, RPG|"{""Souls-like"":214,""Pixel Graphics"":212,""Dark Fantasy"":212,""Action RPG"":211,""Singleplayer"":210,""Difficult"":203,""Indie"":194,""Hack and Slash"":180,""Isometric"":174,""Lore-Rich"":157,""Action"":153,""Fantasy"":79,""Adventure"":77,""Anime"":73,""Lovecraftian"":68,""Medieval"":66,""Combat"":61,""Violent"":56,""RPG"":56,""Boss Rush"":52}"
5569|1054430|Fling to the Finish|SplitSide Games|Daedalic Entertainment|662|110|148|0|147|0|83|Action, Casual, Indie, Racing, Early Access|"{""Early Access"":409,""Physics"":371,""Casual"":216,""Multiplayer"":213,""Racing"":205,""Online Co-Op"":201,""Combat Racing"":200,""Local Co-Op"":200,""Local Multiplayer"":193,""Party Game"":193,""Family Friendly"":173,""Platformer"":171,""Indie"":166,""Action"":156,""Funny"":155,""Colorful"":153,""4 Player Local"":147,""Cute"":144,""3D Platformer"":139,""Singleplayer"":135}"
5570|1096720|CATGIRL LOVER|CUTE ANIME GIRLS|Tranquility games|702|198|288|0|434|0|3|Casual, Indie, RPG|"{""Nudity"":74,""Sexual Content"":60,""Mature"":45,""Indie"":33,""Casual"":33,""Hentai"":30,""Anime"":25,""Match 3"":24,""NSFW"":23,""RPG"":20,""Visual Novel"":16,""Female Protagonist"":16,""Puzzle"":15,""Singleplayer"":15,""Cute"":13,""Dating Sim"":13,""LGBTQ+"":12,""Adventure"":11,""Memes"":9,""Arcade"":9}"
5571|927890|Hentai Girl Linda|GirlGames|GirlGames|1476|90|152|0|33|0|4|Casual, Indie, RPG, Simulation|"{""Sexual Content"":82,""Nudity"":69,""Anime"":39,""Casual"":31,""Indie"":30,""Simulation"":20,""Puzzle"":18,""Mature"":17,""RPG"":12}"
5572|1062830|Embr|Muse Games|Curve Games|1013|167|187|0|139|0|10|Action, Casual, Indie, Simulation, Strategy|"{""Action"":535,""Simulation"":528,""Strategy"":528,""Casual"":525,""Co-op"":413,""Multiplayer"":411,""Co-op Campaign"":405,""Singleplayer"":405,""Funny"":403,""Indie"":398,""First-Person"":373,""Online Co-Op"":371,""Replay Value"":367,""Controller"":366,""Colorful"":363,""Character Customization"":361,""Cartoony"":358,""Early Access"":351,""Stylized"":336,""3D"":334}"
5573|269270|LOVE|Fred Wood|Fred Wood|1020|101|175|0|229|0|1|Action, Indie|"{""Platformer"":126,""Indie"":117,""Pixel Graphics"":73,""Retro"":66,""Action"":56,""Great Soundtrack"":54,""Short"":44,""Precision Platformer"":31,""Minimalist"":27,""2D"":20,""Difficult"":20,""Singleplayer"":20}"
5574|465490|Stellar Tactics|Maverick Games|Maverick Games|912|176|665|0|665|0|26|Adventure, Indie, RPG, Strategy, Early Access|"{""CRPG"":142,""RPG"":140,""Party-Based RPG"":135,""Character Customization"":134,""Tactical RPG"":131,""Turn-Based Combat"":122,""Isometric"":119,""Open World"":119,""Sandbox"":115,""Post-apocalyptic"":114,""Turn-Based Tactics"":108,""Sci-fi"":106,""Singleplayer"":93,""Space"":91,""Early Access"":90,""Indie"":83,""Turn-Based"":74,""Adventure"":70,""Strategy"":68,""Exploration"":51}"
5575|629690|Vaporum|Fatbot Games, s. r. o.|Fatbot Games, s. r. o.|685|101|0|0|0|0|5|Action, Adventure, Indie, RPG|"{""Dungeon Crawler"":330,""CRPG"":329,""RPG"":326,""First-Person"":323,""Steampunk"":317,""Character Customization"":312,""Dark Fantasy"":303,""Fantasy"":301,""Tactical RPG"":292,""Action RPG"":290,""Puzzle"":277,""Story Rich"":268,""Exploration"":264,""Action-Adventure"":255,""3D"":245,""Grid-Based Movement"":242,""Turn-Based Combat"":240,""Real-Time"":216,""Magic"":216,""Atmospheric"":197}"
5576|681730|Nowhere Prophet|Sharkbomb Studios|No More Robots|692|246|298|0|460|0|6|Indie, RPG, Strategy|"{""Rogue-like"":345,""Deckbuilding"":341,""Card Game"":335,""Turn-Based"":329,""Post-apocalyptic"":325,""Card Battler"":315,""Tactical RPG"":311,""Turn-Based Strategy"":310,""Tabletop"":307,""Trading Card Game"":305,""Board Game"":301,""RPG"":297,""Strategy RPG"":291,""Strategy"":285,""Cyberpunk"":284,""2D"":277,""Turn-Based Tactics"":267,""Procedural Generation"":260,""Turn-Based Combat"":253,""Rogue-lite"":248}"
5577|370280|Season of 12 Colors|\u6a58\u5b50\u73ed|NVLMaker|1828|119|92|0|103|0|1|Adventure, Casual, Indie|"{""Indie"":41,""Casual"":36,""Adventure"":34,""Visual Novel"":33,""Anime"":20,""Cute"":12,""Nudity"":5}"
5578|1372530|Fly Corp|KishMish Games|KishMish Games|956|148|294|0|352|0|100|Indie, Simulation, Strategy, Early Access|"{""Early Access"":406,""Casual"":369,""Transportation"":367,""Time Management"":363,""Strategy"":359,""Minimalist"":356,""Management"":355,""Jet"":353,""Simulation"":345,""Puzzle"":344,""Building"":335,""Logic"":332,""Sandbox"":326,""2D"":322,""Cute"":320,""Family Friendly"":313,""RTS"":308,""Abstract"":303,""Colorful"":295,""Experimental"":292}"
5579|1384770|Scrutinized|Reflect Studios|Reflect Studios|740|89|0|0|0|0|6|Indie, Simulation|"{""Simulation"":78,""Horror"":56,""Survival"":47,""Detective"":46,""Hacking"":45,""3D"":38,""Dark"":38,""Singleplayer"":33,""Indie"":30,""Perma Death"":27,""Difficult"":8,""Female Protagonist"":7,""Survival Horror"":6}"
5580|718590|Dark Devotion|Hibernian Workshop|The Arcade Crew, Maple Whispering Limited|1532|471|1326|0|1326|0|9|Action, Adventure, Casual, Indie, RPG|"{""Souls-like"":108,""Pixel Graphics"":103,""Female Protagonist"":89,""Metroidvania"":88,""Action"":83,""RPG"":81,""Action Roguelike"":81,""Indie"":77,""Adventure"":75,""2D"":74,""Roguevania"":67,""Dark Fantasy"":59,""Violent"":57,""Rogue-lite"":52,""Gore"":49,""Difficult"":45,""Singleplayer"":40,""Side Scroller"":38,""Rogue-like"":34,""Casual"":34}"
5581|1314140|TramSim Vienna - The Tram Simulator|ViewApp|Aerosoft GmbH|1185|303|2946|0|5866|0|64|Casual, Simulation|"{""Simulation"":116,""Singleplayer"":76,""Casual"":62,""Realistic"":47,""Automobile Sim"":45,""Relaxing"":32,""Trains"":31,""Driving"":25,""Physics"":19,""Replay Value"":17,""VR"":9}"
5582|1202540|Marco & The Galaxy Dragon|TOKYOTOON|Shiravune|4230|89|114|0|114|0|10|Adventure, Casual, Simulation|"{""Visual Novel"":73,""Anime"":49,""Adventure"":48,""Casual"":43,""Female Protagonist"":43,""Story Rich"":38,""Cute"":37,""Funny"":36,""Simulation"":32,""Comedy"":27,""Violent"":22,""Singleplayer"":20,""Gore"":20,""Nudity"":20,""2D"":18,""Great Soundtrack"":11,""Sexual Content"":8}"
5583|802870|The Ditzy Demons Are in Love With Me|SMILE|Sekai Project|1366|47|549|0|236|0|8|Adventure|"{""Visual Novel"":231,""Dating Sim"":227,""Casual"":211,""Sexual Content"":208,""Cute"":206,""2D"":198,""Anime"":197,""Story Rich"":196,""Romance"":192,""Choices Matter"":192,""Multiple Endings"":191,""Demons"":178,""Comedy"":172,""Mature"":170,""Singleplayer"":163,""Adventure"":160,""Nudity"":155,""Hentai"":137,""Shooter"":8,""Psychological Horror"":6}"
5584|316720|planetarian ~the reverie of a little planet~|VisualArts\/Key|Sekai Project|1923|49|160|0|235|0|2|Casual|"{""Visual Novel"":203,""Anime"":153,""Post-apocalyptic"":90,""Sci-fi"":62,""Story Rich"":60,""Casual"":45,""Great Soundtrack"":43,""Cute"":41,""Robots"":41,""Linear"":41,""Singleplayer"":39,""Drama"":28,""Emotional"":27,""Short"":25,""Atmospheric"":14,""Family Friendly"":6}"
5585|770810|Good Pizza, Great Pizza - Cooking Simulator Game|TapBlaze|TapBlaze|1038|94|0|0|0|0|18|Casual, Indie, Simulation, Early Access|"{""Simulation"":65,""Casual"":54,""Cooking"":50,""Indie"":47,""Management"":39,""Early Access"":36,""Singleplayer"":23,""Family Friendly"":19,""Funny"":17,""Multiple Endings"":17,""Story Rich"":14,""Memes"":12,""Cartoony"":11,""Colorful"":7}"
5586|302790|Momodora III|rdein|rdein|1065|66|197|0|369|0|1|Action, Indie|"{""Indie"":58,""Action"":57,""Platformer"":56,""Pixel Graphics"":49,""Female Protagonist"":45,""2D"":42,""Anime"":42,""Cute"":40,""Metroidvania"":38,""Singleplayer"":17,""Great Soundtrack"":11,""Difficult"":8}"
5587|422900|Particle Fleet: Emergence|Knuckle Cracker|Knuckle Cracker|940|74|595|0|634|0|47|Indie, Simulation, Strategy|"{""Strategy"":56,""Indie"":50,""Simulation"":44,""RTS"":27,""Space"":27,""Real-Time with Pause"":19,""Sci-fi"":17,""2D"":11,""Singleplayer"":11,""Pixel Graphics"":10,""Tower Defense"":8,""Great Soundtrack"":8,""Level Editor"":8}"
5588|388800|Azure Striker Gunvolt|INTI CREATES CO., LTD.|INTI CREATES CO., LTD.|1228|189|113|0|162|0|11|Action, Indie|"{""Action"":99,""Indie"":69,""Platformer"":59,""Anime"":57,""2D"":54,""Pixel Graphics"":37,""Side Scroller"":34,""Great Soundtrack"":30,""Singleplayer"":26,""Metroidvania"":7,""Cyberpunk"":6,""2D Platformer"":6}"
5589|446560|Just Dance 2017|Ubisoft Paris, Ubisoft Pune|Ubisoft|1525|416|839|0|839|0|6|Casual|"{""Music"":78,""Multiplayer"":59,""Rhythm"":54,""Casual"":52,""Family Friendly"":39,""Co-op"":24,""Singleplayer"":22,""Memes"":15,""Local Multiplayer"":14,""Funny"":8,""Sports"":7,""Great Soundtrack"":6,""VR"":5}"
5590|329860|Catlateral Damage|Manekoware, Fire Hose Games|Manekoware|1122|134|47|0|86|0|7|Action, Casual, Indie, Simulation|"{""Cats"":184,""Physics"":173,""Destruction"":168,""Cute"":165,""Funny"":162,""Casual"":156,""Simulation"":154,""Family Friendly"":152,""First-Person"":149,""Cartoony"":143,""Memes"":140,""Sandbox"":138,""Procedural Generation"":135,""Colorful"":131,""3D Platformer"":129,""Villain Protagonist"":128,""VR"":120,""Singleplayer"":119,""Action"":117,""Adventure"":110}"
5591|476240|KNIGHTS|Arzola's|Arzola's|652|35|173|0|230|0|39|Casual, Indie, Strategy|"{""Immersive Sim"":164,""Puzzle"":161,""Tabletop"":158,""Strategy"":155,""2D"":152,""Chess"":146,""Relaxing"":141,""Procedural Generation"":135,""Logic"":132,""Casual"":130,""Simulation"":125,""Minimalist"":118,""Family Friendly"":105,""Tactical"":96,""Atmospheric"":87,""Singleplayer"":75,""Indie"":62,""Mouse only"":38,""Mature"":29,""Dark"":27}"
5592|610380|Ratty Catty|Kerim Kumbasar|Kerim Kumbasar|582|310|2412|0|2412|0|3|Action, Adventure, Casual, Indie, Simulation, Strategy|"{""Funny"":294,""Cute"":288,""Family Friendly"":286,""Colorful"":282,""Cartoon"":281,""Adventure"":271,""Casual"":269,""Co-op"":267,""Multiplayer"":266,""Indie"":264,""Strategy"":250,""Simulation"":247,""Open World"":246,""Controller"":241,""Singleplayer"":238,""Arcade"":235,""Early Access"":225,""Action-Adventure"":219,""Action"":210,""Physics"":200}"
5593|317850|Company of Heroes 2 - Ardennes Assault|Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)|SEGA, Feral Interactive (Mac), Feral Interactive (Linux)|521|336|0|0|0|0|0|Strategy|"{""Strategy"":163,""World War II"":119,""RTS"":90,""Singleplayer"":77,""Multiplayer"":75,""War"":66,""Action"":50,""Adventure"":42,""Historical"":35,""Co-op"":21,""Open World"":19,""Military"":18,""Free to Play"":5}"
